refdate,target,location,rmse,wis,dispersion,underprediction,overprediction,mae,mda,within_50,within_80,within_95
2023-06-11,2023-06-17,3102.00,59.51,12.33,12.14,0.00,0.20,35.31,0.49,1,1,1
2023-06-11,2023-06-17,3103.00,84.93,13.48,13.44,0.04,0.00,52.17,0.56,1,1,1
2023-06-11,2023-06-17,3151.00,48.79,12.93,12.73,0.00,0.20,26.99,0.51,1,1,1
2023-06-11,2023-06-17,3153.00,72.07,13.55,13.40,0.00,0.15,43.28,0.57,1,1,1
2023-06-11,2023-06-17,3154.00,55.60,14.05,13.78,0.00,0.27,33.39,0.46,1,1,1
2023-06-11,2023-06-17,3155.00,91.67,14.14,13.53,0.00,0.61,53.68,0.53,1,1,1
2023-06-11,2023-06-17,3157.00,74.42,14.68,13.85,0.00,0.83,42.32,0.55,1,1,1
2023-06-11,2023-06-17,3158.00,107.97,16.80,14.54,0.00,2.26,64.62,0.57,1,1,1
2023-06-11,2023-06-17,3159.00,89.07,15.48,14.88,0.00,0.59,53.68,0.57,1,1,1
2023-06-11,2023-06-17,3241.00,45.76,2.28,2.24,0.04,0.00,28.43,0.56,1,1,1
2023-06-11,2023-06-17,3251.00,55.01,2.36,2.25,0.11,0.00,32.28,0.45,1,1,1
2023-06-11,2023-06-17,3252.00,66.63,3.59,3.36,0.22,0.00,35.40,0.59,1,1,1
2023-06-11,2023-06-17,3254.00,61.18,3.37,3.25,0.12,0.00,35.65,0.48,1,1,1
2023-06-11,2023-06-17,3255.00,59.42,4.31,4.23,0.07,0.00,34.41,0.43,1,1,1
2023-06-11,2023-06-17,3256.00,82.23,4.15,3.93,0.22,0.00,49.73,0.61,1,1,1
2023-06-11,2023-06-17,3257.00,83.03,4.46,4.11,0.35,0.00,51.30,0.56,1,1,1
2023-06-11,2023-06-17,3351.00,73.36,4.81,4.67,0.14,0.00,41.16,0.45,1,1,1
2023-06-11,2023-06-17,3352.00,75.65,6.48,6.40,0.07,0.00,45.60,0.50,1,1,1
2023-06-11,2023-06-17,3353.00,57.12,7.23,7.17,0.00,0.05,36.39,0.60,1,1,1
