refdate,target,location,rmse,wis,dispersion,underprediction,overprediction,mae,mda,within_50,within_80,within_95
2022-01-30,2022-01-30,1001.00,3659.23,3564.64,13.11,0.00,3551.53,3650.00,1.00,0,0,0
2022-01-30,2022-01-30,1002.00,3980.96,3535.46,13.82,0.00,3521.64,3975.25,1.00,0,0,0
2022-01-30,2022-01-30,1003.00,3852.32,3537.99,13.62,0.00,3524.37,3842.74,1.00,0,0,0
2022-01-30,2022-01-30,1004.00,3652.37,3491.11,13.44,0.00,3477.67,3643.97,1.00,0,0,0
2022-01-30,2022-01-30,1051.00,4285.85,3468.54,14.08,0.00,3454.46,4283.09,1.00,0,0,0
2022-01-30,2022-01-30,1053.00,3672.65,3468.78,14.92,0.00,3453.86,3665.37,1.00,0,0,0
2022-01-30,2022-01-30,1054.00,4046.46,3461.13,15.36,0.00,3445.77,4040.10,1.00,0,0,0
2022-01-30,2022-01-30,1055.00,4168.85,3502.88,15.66,0.00,3487.22,4162.78,1.00,0,0,0
2022-01-30,2022-01-30,1056.00,3606.85,3532.06,16.08,0.00,3515.98,3600.62,1.00,0,0,0
2022-01-30,2022-01-30,1057.00,4329.41,3550.13,16.45,0.00,3533.68,4326.08,1.00,0,0,0
2022-01-30,2022-01-30,1058.00,4148.63,3608.32,16.33,0.00,3591.99,4143.46,1.00,0,0,0
2022-01-30,2022-01-30,1059.00,4040.07,3614.13,15.37,0.00,3598.77,4032.29,1.00,0,0,0
2022-01-30,2022-01-30,1060.00,3823.84,3637.41,14.51,0.00,3622.90,3811.40,1.00,0,0,0
2022-01-30,2022-01-30,1061.00,4216.18,3617.67,14.37,0.00,3603.30,4207.97,1.00,0,0,0
2022-01-30,2022-01-30,1062.00,3269.45,3597.00,13.53,0.00,3583.47,3262.03,1.00,0,0,0
2022-01-30,2022-01-30,3101.00,4042.30,3595.62,13.37,0.00,3582.25,4039.68,1.00,0,0,0
2022-01-30,2022-01-30,3102.00,3481.66,3598.58,15.02,0.00,3583.56,3473.47,1.00,0,0,0
2022-01-30,2022-01-30,3103.00,3878.26,3565.95,18.23,0.00,3547.72,3869.84,1.00,0,0,0
2022-01-30,2022-01-30,3151.00,4185.34,3515.27,21.21,0.00,3494.06,4169.39,1.00,0,0,0
2022-01-30,2022-01-30,3153.00,3710.29,3422.52,22.49,0.00,3400.03,3703.19,1.00,0,0,0
2022-01-30,2022-01-30,3154.00,3926.08,3391.31,22.61,0.00,3368.70,3916.64,1.00,0,0,0
2022-01-30,2022-01-30,3155.00,4188.58,3323.35,24.92,0.00,3298.43,4183.49,1.00,0,0,0
2022-01-30,2022-01-30,3157.00,3820.65,3255.59,26.05,0.00,3229.55,3812.85,1.00,0,0,0
2022-01-30,2022-01-30,3158.00,4259.20,3158.74,26.52,0.00,3132.22,4250.17,1.00,0,0,0
2022-01-30,2022-01-30,3159.00,4406.17,3044.70,25.38,0.00,3019.33,4395.60,1.00,0,0,0
2022-01-30,2022-01-30,3241.00,3587.59,3038.35,24.24,0.00,3014.11,3581.63,1.00,0,0,0
2022-01-30,2022-01-30,3251.00,3868.55,3118.90,23.62,0.00,3095.28,3862.22,1.00,0,0,0
2022-01-30,2022-01-30,3252.00,3900.14,3282.83,23.50,0.00,3259.33,3884.81,1.00,0,0,0
2022-01-30,2022-01-30,3254.00,4082.44,3905.08,10.90,0.00,3894.17,4078.59,1.00,0,0,0
2022-01-30,2022-01-30,3255.00,3974.88,3881.45,11.51,0.00,3869.94,3969.13,1.00,0,0,0
2022-01-30,2022-01-30,3256.00,3826.07,3924.04,12.78,0.00,3911.26,3819.65,1.00,0,0,0
2022-01-30,2022-01-30,3257.00,3966.95,3908.65,13.55,0.00,3895.10,3958.81,1.00,0,0,0
2022-01-30,2022-01-30,3351.00,4119.36,3919.09,14.20,0.00,3904.89,4114.42,1.00,0,0,0
2022-01-30,2022-01-30,3352.00,3822.88,3926.54,15.47,0.00,3911.07,3816.05,1.00,0,0,0
2022-01-30,2022-01-30,3353.00,3589.75,3962.33,17.89,0.00,3944.45,3584.21,1.00,0,0,0
2022-01-30,2022-01-30,3354.00,4209.06,3929.11,18.18,0.00,3910.93,4203.72,1.00,0,0,0
2022-01-30,2022-01-30,3355.00,3802.50,3963.86,18.68,0.00,3945.18,3797.97,1.00,0,0,0
2022-01-30,2022-01-30,3356.00,3936.16,3944.57,19.62,0.00,3924.95,3927.86,1.00,0,0,0
2022-01-30,2022-01-30,3357.00,3868.49,3997.84,20.57,0.00,3977.27,3863.94,1.00,0,0,0
2022-01-30,2022-01-30,3358.00,3940.60,4016.79,21.70,0.00,3995.09,3937.09,1.00,0,0,0
2022-01-30,2022-01-30,3359.00,3757.24,4010.01,23.66,0.00,3986.35,3752.11,1.00,0,0,0
2022-01-30,2022-01-30,3360.00,4275.76,4001.21,25.21,0.00,3976.00,4271.98,1.00,0,0,0
2022-01-30,2022-01-30,3361.00,3533.92,4042.76,25.76,0.00,4017.00,3531.86,1.00,0,0,0
2022-01-30,2022-01-30,3401.00,3740.73,4038.48,26.09,0.00,4012.39,3730.55,1.00,0,0,0
2022-01-30,2022-01-30,3402.00,3972.65,4079.90,26.73,0.00,4053.17,3972.05,1.00,0,0,0
2022-01-30,2022-01-30,3403.00,3626.88,4083.17,28.03,0.00,4055.14,3625.15,1.00,0,0,0
2022-01-30,2022-01-30,3404.00,3683.59,4082.04,29.03,0.00,4053.00,3677.68,1.00,0,0,0
2022-01-30,2022-01-30,3405.00,3869.92,4105.54,28.64,0.00,4076.90,3865.12,1.00,0,0,0
2022-01-30,2022-01-30,3451.00,3979.99,4067.59,27.84,0.00,4039.75,3975.78,1.00,0,0,0
2022-01-30,2022-01-30,3452.00,4115.04,4067.58,27.75,0.00,4039.83,4112.06,1.00,0,0,0
2022-01-30,2022-01-30,3453.00,3803.49,4052.18,28.13,0.00,4024.05,3801.10,1.00,0,0,0
2022-01-30,2022-01-30,3454.00,3777.06,4024.27,27.87,0.00,3996.40,3773.01,1.00,0,0,0
2022-01-30,2022-01-30,3455.00,3997.47,3990.84,26.96,0.00,3963.88,3994.41,1.00,0,0,0
2022-01-30,2022-01-30,3456.00,4088.68,3979.54,26.82,0.00,3952.73,4086.64,1.00,0,0,0
2022-01-30,2022-01-30,3457.00,3906.76,3956.08,27.13,0.00,3928.95,3901.52,1.00,0,0,0
2022-01-30,2022-01-30,3458.00,3573.39,4019.43,27.25,0.00,3992.18,3569.55,1.00,0,0,0
