refdate,target,location,rmse,wis,dispersion,underprediction,overprediction,mae,mda,within_50,within_80,within_95
2022-01-30,2022-01-30,1001,3613.72,3585.08,4.66,0.00,3580.42,3612.65,1.00,0,0,0
2022-01-30,2022-01-30,1002,3948.54,3557.72,4.88,0.00,3552.84,3947.57,1.00,0,0,0
2022-01-30,2022-01-30,1003,3811.16,3558.81,5.92,0.00,3552.89,3809.57,1.00,0,0,0
2022-01-30,2022-01-30,1004,3603.62,3508.98,7.84,0.00,3501.14,3603.11,1.00,0,0,0
2022-01-30,2022-01-30,1051,4265.08,3487.64,8.18,0.00,3479.46,4264.59,1.00,0,0,0
2022-01-30,2022-01-30,1053,3629.01,3488.24,9.82,0.00,3478.42,3628.48,1.00,0,0,0
2022-01-30,2022-01-30,1054,4003.41,3481.57,9.69,0.00,3471.88,4003.00,1.00,0,0,0
2022-01-30,2022-01-30,1055,4130.53,3523.57,9.69,0.00,3513.88,4129.91,1.00,0,0,0
2022-01-30,2022-01-30,1056,3567.83,3551.04,12.04,0.00,3539.00,3567.35,1.00,0,0,0
2022-01-30,2022-01-30,1057,4299.12,3570.19,11.66,0.00,3558.53,4298.85,1.00,0,0,0
2022-01-30,2022-01-30,1058,4108.48,3629.48,10.37,0.00,3619.12,4108.14,1.00,0,0,0
2022-01-30,2022-01-30,1059,3998.03,3629.14,13.46,0.00,3615.67,3997.14,1.00,0,0,0
2022-01-30,2022-01-30,1060,3778.63,3649.59,13.56,0.00,3636.03,3776.19,1.00,0,0,0
2022-01-30,2022-01-30,1061,4189.42,3630.96,12.82,0.00,3618.14,4186.67,1.00,0,0,0
2022-01-30,2022-01-30,1062,3230.79,3605.45,16.00,0.00,3589.46,3229.98,1.00,0,0,0
2022-01-30,2022-01-30,3101,4033.60,3603.71,15.00,0.00,3588.72,4032.33,1.00,0,0,0
2022-01-30,2022-01-30,3102,3442.19,3611.90,13.52,0.00,3598.39,3441.11,1.00,0,0,0
2022-01-30,2022-01-30,3103,3862.46,3584.04,16.16,0.00,3567.88,3858.18,1.00,0,0,0
2022-01-30,2022-01-30,3151,4151.61,3542.42,13.71,0.00,3528.72,4145.33,1.00,0,0,0
2022-01-30,2022-01-30,3153,3704.39,3456.59,10.92,0.00,3445.67,3699.39,1.00,0,0,0
2022-01-30,2022-01-30,3154,3904.28,3420.44,14.81,0.00,3405.63,3900.23,1.00,0,0,0
2022-01-30,2022-01-30,3155,4166.03,3360.01,12.61,0.00,3347.40,4164.57,1.00,0,0,0
2022-01-30,2022-01-30,3157,3793.56,3297.89,10.84,0.00,3287.05,3791.27,1.00,0,0,0
2022-01-30,2022-01-30,3158,4227.76,3193.56,17.62,0.00,3175.94,4225.20,1.00,0,0,0
2022-01-30,2022-01-30,3159,4364.01,3075.78,19.05,0.00,3056.73,4361.78,1.00,0,0,0
2022-01-30,2022-01-30,3241,3553.19,3065.85,20.21,0.00,3045.64,3552.46,1.00,0,0,0
2022-01-30,2022-01-30,3251,3845.35,3141.64,23.05,0.00,3118.59,3843.38,1.00,0,0,0
2022-01-30,2022-01-30,3252,3843.31,3306.18,20.98,0.00,3285.20,3841.06,1.00,0,0,0
2022-01-30,2022-01-30,3254,4055.62,3918.65,4.78,0.00,3913.87,4055.10,1.00,0,0,0
2022-01-30,2022-01-30,3255,3963.42,3899.19,4.67,0.00,3894.53,3960.31,1.00,0,0,0
2022-01-30,2022-01-30,3256,3803.50,3944.30,4.62,0.00,3939.68,3801.45,1.00,0,0,0
2022-01-30,2022-01-30,3257,3934.16,3925.76,6.74,0.00,3919.02,3932.29,1.00,0,0,0
2022-01-30,2022-01-30,3351,4084.00,3940.17,6.87,0.00,3933.30,4083.56,1.00,0,0,0
2022-01-30,2022-01-30,3352,3789.87,3950.29,7.02,0.00,3943.27,3788.66,1.00,0,0,0
2022-01-30,2022-01-30,3353,3558.30,3987.75,9.05,0.00,3978.70,3557.54,1.00,0,0,0
2022-01-30,2022-01-30,3354,4170.24,3957.30,8.05,0.00,3949.25,4169.85,1.00,0,0,0
2022-01-30,2022-01-30,3355,3788.86,3992.51,8.98,0.00,3983.53,3786.87,1.00,0,0,0
2022-01-30,2022-01-30,3356,3921.92,3969.98,13.02,0.00,3956.96,3917.43,1.00,0,0,0
2022-01-30,2022-01-30,3357,3846.05,4026.71,11.67,0.00,4015.04,3844.88,1.00,0,0,0
2022-01-30,2022-01-30,3358,3915.28,4048.02,12.62,0.00,4035.40,3914.77,1.00,0,0,0
2022-01-30,2022-01-30,3359,3719.02,4041.14,16.55,0.00,4024.59,3718.73,1.00,0,0,0
2022-01-30,2022-01-30,3360,4254.99,4034.85,16.65,0.00,4018.20,4254.03,1.00,0,0,0
2022-01-30,2022-01-30,3361,3519.01,4078.84,16.35,0.00,4062.49,3518.56,1.00,0,0,0
2022-01-30,2022-01-30,3401,3714.91,4071.29,20.01,0.00,4051.28,3711.09,1.00,0,0,0
2022-01-30,2022-01-30,3402,3965.14,4114.89,18.51,0.00,4096.38,3964.99,1.00,0,0,0
2022-01-30,2022-01-30,3403,3619.99,4120.66,18.65,0.00,4102.01,3619.15,1.00,0,0,0
2022-01-30,2022-01-30,3404,3660.85,4118.41,23.02,0.00,4095.39,3659.11,1.00,0,0,0
2022-01-30,2022-01-30,3405,3840.68,4138.38,23.68,0.00,4114.70,3839.98,1.00,0,0,0
2022-01-30,2022-01-30,3451,3968.33,4097.92,22.89,0.00,4075.03,3966.24,1.00,0,0,0
2022-01-30,2022-01-30,3452,4101.46,4095.92,24.72,0.00,4071.20,4100.37,1.00,0,0,0
2022-01-30,2022-01-30,3453,3793.44,4081.91,23.41,0.00,4058.50,3792.41,1.00,0,0,0
2022-01-30,2022-01-30,3454,3750.12,4054.70,22.37,0.00,4032.33,3749.53,1.00,0,0,0
2022-01-30,2022-01-30,3455,3978.96,4015.60,25.48,0.00,3990.12,3978.21,1.00,0,0,0
2022-01-30,2022-01-30,3456,4073.35,4003.65,24.96,0.00,3978.69,4072.84,1.00,0,0,0
2022-01-30,2022-01-30,3457,3883.24,3983.42,23.00,0.00,3960.43,3881.81,1.00,0,0,0
2022-01-30,2022-01-30,3458,3553.83,4047.54,22.83,0.00,4024.71,3552.81,1.00,0,0,0
2022-01-30,2022-01-30,3459,3494.68,3774.05,6.19,0.00,3767.87,3493.69,1.00,0,0,0
2022-01-30,2022-01-30,3460,3517.17,3679.26,6.62,0.00,3672.64,3516.40,1.00,0,0,0
2022-01-30,2022-01-30,3461,3740.27,3744.03,7.28,0.00,3736.75,3739.52,1.00,0,0,0
2022-01-30,2022-01-30,3462,4415.65,3766.68,7.84,0.00,3758.84,4413.80,1.00,0,0,0
2022-01-30,2022-01-30,4011,3250.17,3765.04,9.88,0.00,3755.16,3248.21,1.00,0,0,0
2022-01-30,2022-01-30,4012,3307.90,3736.68,8.95,0.00,3727.73,3304.87,1.00,0,0,0
2022-01-30,2022-01-30,5111,2339.52,3768.61,9.71,0.00,3758.90,2330.77,1.00,0,0,0
2022-01-30,2022-01-30,5112,3380.07,3717.17,10.41,0.00,3706.76,3377.96,1.00,0,0,0
2022-01-30,2022-01-30,5113,3570.81,3691.49,10.37,0.00,3681.12,3568.14,1.00,0,0,0
2022-01-30,2022-01-30,5114,3079.29,3699.08,11.20,0.00,3687.87,3074.20,1.00,0,0,0
2022-01-30,2022-01-30,5116,3156.09,3764.57,13.90,0.00,3750.67,3154.12,1.00,0,0,0
2022-01-30,2022-01-30,5117,3473.32,3744.46,14.09,0.00,3730.38,3472.31,1.00,0,0,0
2022-01-30,2022-01-30,5119,3140.47,3775.84,16.90,0.00,3758.93,3139.81,1.00,0,0,0
2022-01-30,2022-01-30,5120,2549.10,3763.33,17.11,0.00,3746.22,2548.58,1.00,0,0,0
2022-01-30,2022-01-30,5122,2749.68,3783.11,16.29,0.00,3766.82,2748.56,1.00,0,0,0
2022-01-30,2022-01-30,5124,2226.12,3855.11,19.57,0.00,3835.53,2225.13,1.00,0,0,0
2022-01-30,2022-01-30,5154,3504.12,3847.77,21.42,0.00,3826.35,3503.00,1.00,0,0,0
2022-01-30,2022-01-30,5158,3755.81,3823.23,16.99,0.00,3806.23,3754.84,1.00,0,0,0
2022-01-30,2022-01-30,5162,3720.25,3919.08,19.95,0.00,3899.13,3718.82,1.00,0,0,0
2022-01-30,2022-01-30,5166,3423.70,3933.99,23.37,0.00,3910.62,3418.68,1.00,0,0,0
2022-01-30,2022-01-30,5170,3246.75,3908.65,27.45,0.00,3881.20,3245.65,1.00,0,0,0
2022-01-30,2022-01-30,5314,3221.93,3937.60,27.60,0.00,3910.00,3220.39,1.00,0,0,0
2022-01-30,2022-01-30,5315,3109.69,3928.75,24.50,0.00,3904.25,3108.14,1.00,0,0,0
2022-01-30,2022-01-30,5316,3230.08,3938.25,25.57,0.00,3912.68,3229.80,1.00,0,0,0
2022-01-30,2022-01-30,5334,2838.47,3972.68,28.20,0.00,3944.48,2835.92,1.00,0,0,0
2022-01-30,2022-01-30,5358,3788.14,3942.82,27.98,0.00,3914.83,3787.65,1.00,0,0,0
2022-01-30,2022-01-30,5362,3004.06,3981.76,25.25,0.00,3956.52,3003.79,1.00,0,0,0
2022-01-30,2022-01-30,5366,3268.75,3978.46,21.49,0.00,3956.96,3266.63,1.00,0,0,0
2022-01-30,2022-01-30,5370,3739.12,3582.34,3.81,0.00,3578.53,3738.05,1.00,0,0,0
2022-01-30,2022-01-30,5374,3342.37,3642.02,3.97,0.00,3638.05,3341.19,1.00,0,0,0
2022-01-30,2022-01-30,5378,3350.05,3631.36,4.68,0.00,3626.68,3348.60,1.00,0,0,0
2022-01-30,2022-01-30,5382,3675.37,3629.86,5.65,0.00,3624.21,3673.77,1.00,0,0,0
2022-01-30,2022-01-30,5512,3002.15,3478.98,6.19,0.00,3472.79,3000.61,1.00,0,0,0
2022-01-30,2022-01-30,5513,3019.11,3539.03,6.43,0.00,3532.61,3017.75,1.00,0,0,0
2022-01-30,2022-01-30,5515,3595.85,3503.45,7.35,0.00,3496.10,3594.49,1.00,0,0,0
2022-01-30,2022-01-30,5554,2644.74,3423.53,7.28,0.00,3416.25,2644.39,1.00,0,0,0
2022-01-30,2022-01-30,5558,3550.01,3394.42,7.96,0.00,3386.46,3549.74,1.00,0,0,0
2022-01-30,2022-01-30,5562,3518.68,3339.72,10.40,0.00,3329.32,3517.83,1.00,0,0,0
2022-01-30,2022-01-30,5566,3745.90,3242.35,11.69,0.00,3230.66,3743.93,1.00,0,0,0
2022-01-30,2022-01-30,5570,3734.46,3370.56,14.28,0.00,3356.28,3731.59,1.00,0,0,0
2022-01-30,2022-01-30,5711,4060.11,3464.45,17.18,0.00,3447.26,4058.68,1.00,0,0,0
